class_index,class_name,dice,iou,support,is_background
0,background,0.9842509627342224,0.9689903259277344,36393928.0,True
1,"shirt, blouse",0.38047945499420166,0.23493339121341705,132307.0,False
2,"top, t-shirt, sweatshirt",0.6362428069114685,0.4665367007255554,663370.0,False
3,sweater,0.12524175643920898,0.06680421531200409,42746.0,False
4,cardigan,0.004966887645423412,0.0024896266404539347,17712.0,False
5,jacket,0.4787207543849945,0.3146830201148987,280748.0,False
6,vest,0.03738216683268547,0.019047094509005547,34316.0,False
7,pants,0.7509265542030334,0.6011868715286255,668042.0,False
8,shorts,0.5830123424530029,0.41144493222236633,95337.0,False
9,skirt,0.5462254881858826,0.37572914361953735,362695.0,False
10,coat,0.48864832520484924,0.323318749666214,283292.0,False
11,dress,0.7754085659980774,0.6331977248191833,1986613.0,False
12,jumpsuit,0.08279677480459213,0.04318622499704361,78348.0,False
13,cape,0.30623847246170044,0.18080376088619232,19084.0,False
14,glasses,0.4564094543457031,0.2956804037094116,13375.0,False
15,hat,0.24524100124835968,0.1397576481103897,33696.0,False
16,"headband, head covering, hair accessory",0.03267230838537216,0.016607455909252167,23108.0,False
17,tie,0.0,0.0,251.0,False
18,glove,0.06581740826368332,0.034028541296720505,5439.0,False
19,watch,0.017438365146517754,0.008795875124633312,3173.0,False
20,belt,0.11704055219888687,0.0621577650308609,33987.0,False
21,leg warmer,0.0,0.0,9342.0,False
22,"tights, stockings",0.439087450504303,0.2813017666339874,68405.0,False
23,sock,0.04437781125307083,0.022692425176501274,6349.0,False
24,shoe,0.639415979385376,0.46995699405670166,213416.0,False
25,"bag, wallet",0.4063037037849426,0.25494423508644104,131237.0,False
26,scarf,0.1863393485546112,0.10274212062358856,54799.0,False
27,umbrella,0.6224246621131897,0.45182618498802185,22106.0,False
28,hood,0.03742574155330658,0.019069720059633255,8726.0,False
29,collar,0.22240403294563293,0.1251150667667389,20613.0,False
30,lapel,0.3710575997829437,0.2277904897928238,62175.0,False
31,epaulette,0.0,0.0,257.0,False
32,sleeve,0.7151342034339905,0.5565828084945679,664434.0,False
33,pocket,0.043095048516988754,0.02202204428613186,42775.0,False
34,neckline,0.21746467053890228,0.1219974011182785,43424.0,False
35,buckle,0.0011648223735392094,0.0005827505956403911,1715.0,False
36,zipper,0.004502476193010807,0.002256317762658,6626.0,False
37,applique,0.008999315090477467,0.004519996233284473,10154.0,False
38,bead,0.1716901957988739,0.09390651434659958,8406.0,False
39,bow,0.0,0.0,1864.0,False
40,flower,0.0,0.0,3152.0,False
41,fringe,0.03977036476135254,0.020288623869419098,9461.0,False
42,ribbon,0.0,0.0,1628.0,False
43,rivet,0.0,0.0,1852.0,False
44,ruffle,0.2303510308265686,0.1301676481962204,119403.0,False
45,sequin,0.0,0.0,3795.0,False
46,tassel,0.0,0.0,832.0,False
