class_index,class_name,dice,iou,support,is_background
0,background,0.9852765202522278,0.9709804654121399,36393924.0,True
1,"shirt, blouse",0.4379217326641083,0.2803455591201782,132307.0,False
2,"top, t-shirt, sweatshirt",0.650701642036438,0.4822518527507782,663370.0,False
3,sweater,0.10516209900379181,0.05549925938248634,42746.0,False
4,cardigan,0.007824072614312172,0.0039274003356695175,17712.0,False
5,jacket,0.4750825762748718,0.3115464150905609,280748.0,False
6,vest,0.007017544005066156,0.0035211266949772835,34316.0,False
7,pants,0.7529500126838684,0.6037849187850952,668042.0,False
8,shorts,0.6195186376571655,0.44877001643180847,95337.0,False
9,skirt,0.5294223427772522,0.3600097596645355,362695.0,False
10,coat,0.5326734781265259,0.36302313208580017,283292.0,False
11,dress,0.7778541445732117,0.6364659070968628,1986613.0,False
12,jumpsuit,0.17635582387447357,0.09670516848564148,78348.0,False
13,cape,0.048947762697935104,0.025087879970669746,19084.0,False
14,glasses,0.5326594710350037,0.36301010847091675,13375.0,False
15,hat,0.4139869213104248,0.2610236406326294,33696.0,False
16,"headband, head covering, hair accessory",0.02976040355861187,0.015104967169463634,23108.0,False
17,tie,0.49283668398857117,0.32699620723724365,251.0,False
18,glove,0.054576270282268524,0.02805366739630699,5439.0,False
19,watch,0.04829210788011551,0.024743512272834778,3173.0,False
20,belt,0.09634358435869217,0.050609756261110306,33987.0,False
21,leg warmer,0.0,0.0,9342.0,False
22,"tights, stockings",0.37121880054473877,0.22791200876235962,68405.0,False
23,sock,0.0293533094227314,0.01489526778459549,6349.0,False
24,shoe,0.5991941690444946,0.4277496337890625,213416.0,False
25,"bag, wallet",0.5058388710021973,0.33854368329048157,131237.0,False
26,scarf,0.09759624302387238,0.051301538944244385,54799.0,False
27,umbrella,0.8036090731620789,0.6716943383216858,22106.0,False
28,hood,0.10883280634880066,0.057547956705093384,8726.0,False
29,collar,0.2373144030570984,0.13463228940963745,20613.0,False
30,lapel,0.4009447395801544,0.2507385015487671,62175.0,False
31,epaulette,0.0,0.0,257.0,False
32,sleeve,0.7425551414489746,0.5905270576477051,664434.0,False
33,pocket,0.05883622542023659,0.03030976839363575,42775.0,False
34,neckline,0.20305630564689636,0.11300092935562134,43424.0,False
35,buckle,0.022922636941075325,0.011594203300774097,1715.0,False
36,zipper,0.012115838937461376,0.006094841752201319,6626.0,False
37,applique,0.0,0.0,10154.0,False
38,bead,0.06559766829013824,0.0339110791683197,8406.0,False
39,bow,0.0,0.0,1864.0,False
40,flower,0.0,0.0,3152.0,False
41,fringe,0.0,0.0,9461.0,False
42,ribbon,0.0,0.0,1628.0,False
43,rivet,0.0,0.0,1852.0,False
44,ruffle,0.25309351086616516,0.1448809802532196,119403.0,False
45,sequin,0.0,0.0,3795.0,False
46,tassel,0.0,0.0,832.0,False
