class_index,class_name,dice,iou,support,is_background
0,background,0.9833691120147705,0.9672824144363403,36393924.0,True
1,"shirt, blouse",0.32256263494491577,0.1922948807477951,132307.0,False
2,"top, t-shirt, sweatshirt",0.6021991968154907,0.430819034576416,663370.0,False
3,sweater,0.009503606706857681,0.004774490371346474,42746.0,False
4,cardigan,0.0007710100035183132,0.00038565369322896004,17712.0,False
5,jacket,0.40150803327560425,0.2511792778968811,280748.0,False
6,vest,0.02318856678903103,0.011730288155376911,34316.0,False
7,pants,0.7098082900047302,0.5501572489738464,668042.0,False
8,shorts,0.5547919273376465,0.3838837742805481,95337.0,False
9,skirt,0.4687994122505188,0.30616459250450134,362695.0,False
10,coat,0.422801673412323,0.26807135343551636,283292.0,False
11,dress,0.7402344346046448,0.5875969529151917,1986613.0,False
12,jumpsuit,0.10296066850423813,0.05427439883351326,78348.0,False
13,cape,0.014131338335573673,0.007115948013961315,19084.0,False
14,glasses,0.5463951826095581,0.37588977813720703,13375.0,False
15,hat,0.2979125380516052,0.1750277429819107,33696.0,False
16,"headband, head covering, hair accessory",0.04650970548391342,0.023808516561985016,23108.0,False
17,tie,0.23560209572315216,0.13353115320205688,251.0,False
18,glove,0.03578319773077965,0.01821753941476345,5439.0,False
19,watch,0.14660723507404327,0.07910208404064178,3173.0,False
20,belt,0.16036172211170197,0.08717025071382523,33987.0,False
21,leg warmer,0.0,0.0,9342.0,False
22,"tights, stockings",0.36139431595802307,0.22054989635944366,68405.0,False
23,sock,0.025072619318962097,0.012695463374257088,6349.0,False
24,shoe,0.586527407169342,0.41495490074157715,213416.0,False
25,"bag, wallet",0.3167007565498352,0.18814286589622498,131237.0,False
26,scarf,0.13515904545783997,0.07247751951217651,54799.0,False
27,umbrella,0.45158514380455017,0.29164353013038635,22106.0,False
28,hood,0.025169622153043747,0.012745206244289875,8726.0,False
29,collar,0.2376231849193573,0.13483108580112457,20613.0,False
30,lapel,0.30411431193351746,0.17932477593421936,62175.0,False
31,epaulette,0.0,0.0,257.0,False
32,sleeve,0.7083221673965454,0.5483736991882324,664434.0,False
33,pocket,0.07759521901607513,0.0403636209666729,42775.0,False
34,neckline,0.2687130272388458,0.1552099883556366,43424.0,False
35,buckle,0.03993154689669609,0.020372526720166206,1715.0,False
36,zipper,0.0038696234114468098,0.001938562490977347,6626.0,False
37,applique,0.0,0.0,10154.0,False
38,bead,0.2037103772163391,0.11340619623661041,8406.0,False
39,bow,0.0,0.0,1864.0,False
40,flower,0.0,0.0,3152.0,False
41,fringe,0.0,0.0,9461.0,False
42,ribbon,0.0,0.0,1628.0,False
43,rivet,0.0,0.0,1852.0,False
44,ruffle,0.061352040618658066,0.03164681792259216,119403.0,False
45,sequin,0.0,0.0,3795.0,False
46,tassel,0.0,0.0,832.0,False
